accuracy_among_completed,RE_sphere_within_0.25,RE_cyl_within_0.25,RE_axis_within_5deg,LE_sphere_within_0.25,LE_cyl_within_0.25,LE_axis_within_5deg,mean_re_sph_err,mean_re_cyl_err,mean_re_axis_err,mean_le_sph_err,mean_le_cyl_err,mean_le_axis_err,valid_add_truth_cases,add_accuracy_among_completed_valid_add,add_r_within_0.25,add_l_within_0.25
0.9751385827823414,0.9990983770787417,0.9986976557804047,0.9287717892205971,0.9990983770787417,0.9990983770787417,0.9260669204568223,0.022590663193748747,0.014876778200761371,3.030254458024444,0.022841114005209377,0.015928671608896012,3.024944900821479,9982,0.9999499098377078,1.0,0.9998998196754157
