accuracy_among_completed,RE_sphere_within_0.25,RE_cyl_within_0.25,RE_axis_within_10deg,LE_sphere_within_0.25,LE_cyl_within_0.25,LE_axis_within_10deg,mean_re_sph_err,mean_re_cyl_err,mean_re_axis_err,mean_le_sph_err,mean_le_cyl_err,mean_le_axis_err,valid_add_truth_cases,add_accuracy_among_completed_valid_add,add_r_within_0.25,add_l_within_0.25
0.9961624453565588,0.9988987886675343,0.9986985684252678,0.9906897587346081,0.9993993392732006,0.9986985684252678,0.9905896486134749,0.01371508659525478,0.015717289017919713,3.1130243267594353,0.013765141655821404,0.015742316548203024,3.122134347782561,9989,1.0,1.0,1.0
