accuracy_among_completed,RE_sphere_within_0.25,RE_cyl_within_0.25,RE_axis_within_10deg,LE_sphere_within_0.25,LE_cyl_within_0.25,LE_axis_within_10deg,mean_re_sph_err,mean_re_cyl_err,mean_re_axis_err,mean_le_sph_err,mean_le_cyl_err,mean_le_axis_err,valid_add_truth_cases,add_accuracy_among_completed_valid_add,add_r_within_0.25,add_l_within_0.25
0.9967220353952239,0.9991847549169469,0.9986752267400387,0.9927646998879038,0.9991847549169469,0.9987771323754203,0.9917456435340875,0.012534393151941303,0.016126566799143992,3.0109039029858353,0.014037501273820443,0.01561703862223581,3.0197696932640374,9813,1.0,1.0,1.0
