accuracy_among_completed,RE_sphere_within_0.25,RE_cyl_within_0.25,RE_axis_within_10deg,LE_sphere_within_0.25,LE_cyl_within_0.25,LE_axis_within_10deg,mean_re_sph_err,mean_re_cyl_err,mean_re_axis_err,mean_le_sph_err,mean_le_cyl_err,mean_le_axis_err,valid_add_truth_cases,add_accuracy_among_completed_valid_add,add_r_within_0.25,add_l_within_0.25
0.9654761904761905,0.9771428571428571,0.9942857142857143,0.9242857142857143,0.9828571428571429,0.9914285714285714,0.9228571428571428,0.08107142857142857,0.011785714285714287,4.615714285714286,0.061785714285714284,0.010714285714285714,4.344285714285714,194,0.9149484536082474,0.9175257731958762,0.9123711340206185
